Released State of Mind;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Find_Yourself_Binaural__6Hz_Theta__18_min.mp3
Finding Vision;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/FindingVision_Binaural__7Hz_Theta__18_min.mp3
Focused Meditation;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/FocusedMeditation_Binaural__6Hz_Theta__18_min.mp3
Relaxed & Happy;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/RelaxedandHappy_Binaural__5Hz_Theta__18_min.mp3
Relaxed State;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/RelaxedState_Binaural__5Hz_Theta__18_min.mp3
Remove Mental Blockages;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Remove_Mental_Blockages_Binaural__7Hz_Theta__18_min.mp3
Solving Life's Puzzles;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Better_Performance_Binaural__20Hz_Beta__18_min.mp3
Centering Your Concentration;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Feel_Good_Binaural__17Hz_Beta__18_min.mp3
Creativity in the Stars;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/CreativeFocus_Binaural__11Hz_Alpha__18_min.mp3
Memory Boost;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/ImprovedMemory_Binaural__17Hz_Beta__18_min.mp3
Morning Sunrise;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Love_Binaural__16Hz_Beta__18_min.mp3
Filling Up with Positivity;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/FeelingPositive_Binaural__10Hz_Alpha__18_min.mp3
Elevating Positivity ;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/FocusedPositivity_Binaural__11Hz_Alpha__18_min.mp3
Happiness Among the Stars;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Improve_Memory_Binaural__12Hz_Alpha__18_min.mp3
Synth Motivation;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Motivation_Binaural__11Hz_Alpha__18_min.mp3
Stairway to the Stars;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/Overcoming_Procrastination_Binaural__9Hz_Alpha__18_min.mp3
Relax Your Body;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/Varied_Tracks/RelaxedBody_Binaural__9Hz_Alpha__18_min.mp3
Solar Plexus I, E Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/5__Solar_Plexus_Chakra_Note_E_(11Hz_Alpha)_18_min_mp3.mp3
Crown II, B Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/1_2__Crown_Chakra_Note_B2_(2Hz_Delta_Binaurals)_18_min_mp3.mp3
Throat I, G Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/3__Throat_Chakra_Note_G_(6Hz_Theta)_18_min_mp3.mp3
Throat II, G Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/3_2_Throat_Chakra_Note_G2_(7Hz_Theta)_18_min_mp3.mp3
Third Eye II, A Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/2_2__Third_Eye_Chakra_Note_A2_(5Hz_Theta)_18_min_mp3.mp3
Sacral II, D Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/6__Sacral_Chakra_Note_D_(16Hz_Beta)_18_min_mp3.mp3
Solar Plexus II, E Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/5_2_Solar_Plexus_Chakra_Note_E2_(12Hz_Alpha)_18_min_mp3.mp3
Heart I, F Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/4__Heart_Chakra_Note_F_(9Hz_Alpha)_18_min_mp3.mp3
Heart II, F Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/4_2_Heart_Chakra_Note_F2_(10Hz_Alpha)_18_min_mp3.mp3
Root I, C Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/7__Root_Chakra_Note_C_(1_5Hz_Delta)_18_min_mp3.mp3
Root II, C Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/1_2__Crown_Chakra_Note_B2_(2Hz_Delta_Binaurals)_18_min_mp3.mp3
Sacral I, D Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/6_2_Sacral_Chakra_Note_D2_(1Hz_Delta)_18_min_mp3.mp3
Third Eye I, A Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/2__Third_Eye_Chakra_Note_A_(3Hz_Delta)_18_min_mp3.mp3
Crown I, B Note;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/chakras/1_1__Crown_Chakra_Note_B_(1_5Hz_Delta_Binaurals)_18_min_mp3.mp3
Morning Birds in the Countryside;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/11__Concentration_and_Focus_Music__Deciduous_Forest_Country_Morning%2C_11Hz_Alpha_Binaurals__mp3.mp3
Transcendent Winds of Positivity;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/15__Motivational_Music__Wind_Mod_Strong%2C_12Hz_Alpha_Binaural_Beats__mp3.mp3
Carefree Winds;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/15__Motivational_Music__Wind_Mod_Strong%2C_12Hz_Alpha_Binaural_Beats__mp3.mp3
Morning in the Forest with Birds;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/27__Beautiful_skin__Deciduous_Forest_Morning_Songbirds%2C_1_5Hz_Delta_Binaurals__mp3.mp3
Waves on Pebbles;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/24__Chakras_Healing__Pebbled_Ocean_Waves%2C_3Hz_Delta_Binaurals__mp3.mp3
Soft Wind;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/21__Music_for_babies__Soft_Wind%2C_2Hz_Delta_Binaurals__mp3.mp3
Hidden Stream in the Forest;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/07__Beautiful_skin__Stream_Rolling_Intricate%2C_1_5Hz_Delta_Binaurals__mp3.mp3
Tropical Forest Morning;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/08__Chakras_Healing__Tropical_Forest_Morning_2%2C_3Hz_Delta_Binaurals__mp3.mp3
Humming Rapids & Waterfall in the Distance I;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/12__Find_Inner_Peace__Waterfall_Rapids_Humming_Distant%2C_2Hz_Delta_Binaurals__mp3.mp3
Lost in Time on the Sandy Shore;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/17_Attract_Money__Sandy_Ocean_Waves%2C_11Hz_Alpha_Binaural_Waves__mp3.mp3
Humming Rapids & Waterfall in the Distance II;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/20__Music_for_babies__Waterfall_rapids_humming_distant%2C_2Hz_Delta_Binaurals__mp3.mp3
A Day in the Forest with Birds;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/09__Clear_Subconscious_Negativity__Deciduous_Forest_Day_Songbirds%2C_6HZ_Theta_Binaurals__mp3.mp3
Birds in the Distance on the Shore;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/23__Meditation_Music_for_Self_Doubt__with_Ocean_Shore_Waves_and_Distant_Forest_Birds%2C_7Hz_Theta_Binaurals__mp3.mp3
Bubbly Stream;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/01__Music_for_Relaxation__with_Stream_Bubbly%2C_5Hz_Theta_Binaural_Beats__mp3.mp3
Stream in the Forest;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/22__Meditation_Music_for_Self_Doubt__with_Tropical_Forest_Stream%2C_7Hz_Theta_Binaurals__mp3.mp3
Waterfall & Rapids in the Distance II;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/25__Clear_Subconscious_Negativity__Waterfall_Rapids_Moderately_Distant%2C_6HZ_Theta_Binaurals__mp3.mp3
Forest Ambience ;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/28__Feel_good__Coniferous_Forest_Ambience_Active%2C_16Hz_Beta_Binaurals__mp3.mp3
Dramatic Ocean Waves;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/13__Harmony_in_family__with_Dramatic_Ocean_Waves%2C_9Hz_Alpha_Binaural_Waves__mp3.mp3
Waterfall & Rapids in the Distance I;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/10__Feel_good__Waterfall_rapids_moderately_distant%2C_16Hz_Beta_Binaurals__mp3.mp3
Sitting on the Shore at Dawn;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/30__Harmony_in_family__with_Small_and_Detailed_Ocean_Waves%2C_9Hz_Alpha_Binaural_Waves__mp3.mp3
Gentle Waves at Dusk;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/30__Harmony_in_family__with_Small_and_Detailed_Ocean_Waves%2C_9Hz_Alpha_Binaural_Waves__mp3.mp3
Water Droplets on Tree Tops;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/03__Music_for_Relaxation__with_Rain_Storm_Aftermath%2C_9Hz_Alpha_Binaural_Beats__mp3.mp3
Curious Waves of Contemplation;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/17_Attract_Money__Sandy_Ocean_Waves%2C_11Hz_Alpha_Binaural_Waves__mp3.mp3
Ocean Waves for Better Focus;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/26__Concentration_and_Focus_Music__Small_and_Pebbled_Ocean_Waves%2C_11Hz_Alpha_Binaurals__mp3.mp3
Gentle Stream Beneath the Stars;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Binaural_Beats/05__Music_for_Relaxation__with_Stream_Rolling_Intricate%2C_9Hz_Alpha_Binaural_Beats__mp3.mp3
Encompassing Calmness;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/GIULIA/AUDI_MED-GUID_AUD_GB_ENCOMPASSING-CALMNESS_2305_NA.mp3
Feel Empowered;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/GIULIA/AUDI_MED-GUID_AUD_GB_FEEL-EMPOWERED_2305_NA.mp3
Uplifting the Self;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/GIULIA/AUDI_MED-GUID_AUD_GB_UPLIFTING-THE-SELF_2305_NA.mp3
Better Concentration;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_concentration--FULL.mp3
Spiritual Awakening;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_spiritual_awakening--FULL.mp3
Healing;https://d2ccp9jk2n9w0q.cloudfront.net/audio/mind_app/stress/healing.mp3
Sunrise Over the Mountains;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_soul_cleansing--FULL.mp3
Drifting Into Dreams;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_drifting_into_dreams--FULL.mp3
Temple of Knowledge;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_active_brain--FULL.mp3
Inner Thought Discovery;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_finding_focus--FULL.mp3
Floating Under the Night Sky;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_subconscious_boost--FULL.mp3
Peaceful Dawn;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_peaceful_sounds--FULL.mp3
Sunrise Over Rolling Hills;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_cheer_up--FULL.mp3
Amplified Awareness;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_increased_awareness--FULL.mp3
Piano for Restful Sleep;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_restful_sleep--FULL.mp3
Remembering the Snowy Mountains;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_memory_enhancer--FULL.mp3
Dancing on Clouds;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_unleash_your_creativity--FULL.mp3
Journey Into the Mind;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_visualize--FULL.mp3
Strolling Through Your Imagination;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_creativity_boost--FULL.mp3
Piano by the Lake;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_keep_calm--FULL.mp3
Dancing at Dusk;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_power_nap--FULL.mp3
Winds of Relaxation;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_relaxing_meditation--FULL.mp3
Igniting Inner Intuition;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_intuition--FULL.mp3
Stream of Relaxation;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_boosting_self-esteem--FULL.mp3
Free Your Mind;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_free_your_spirit--FULL.mp3
Steady Stream of Reflection;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_deep_meditation--FULL.mp3
Lost Thoughts Found;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_increase_productivity--FULL.mp3
Heavy Eyes at Sunrise;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_falling_asleep--FULL.mp3
Bouncing on Clouds of Positivity;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_positive_thinking--FULL.mp3
Bubbles of Release;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_anxiety_release--FULL.mp3
Controlling the Rolling Tides;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_self_control--FULL.mp3
Journey Through Mind Expansion;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_peaceful_mind--FULL.mp3
Relax Your Mind;https://d2ccp9jk2n9w0q.cloudfront.net/audio/mind_app/stress/relax_your_mind.mp3
Awaking From the Fog;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_artistic_clarity--FULL.mp3
Eastern Winds of Release;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_managing_stress--FULL.mp3
Morning Plains of Positivity;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_stay_positive--FULL.mp3
Untangling the Mind;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_quiet_your_mind--FULL.mp3
Finding Inner Truth;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_search_inside_yourself--FULL.mp3
Voyage into Peace;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_relaxing_sleep--FULL.mp3
Chimes of Zen;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_zen_meditation--FULL.mp3
Soul Healing;https://d2ccp9jk2n9w0q.cloudfront.net/audio/mind_app/meditate/stay_positive.mp3
Soaring Over Trees;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_quiet_rest--FULL.mp3
Cave of Wonders;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_acquiring_knowledge--FULL.mp3
Dreaming of Golden Fields;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_lucid_dreaming--FULL.mp3
Waves of Relaxation & Peace;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_deep_relaxation--FULL.mp3
Dreams of Moments Past;https://d1rdw86ji6lelz.cloudfront.net/audio/in/Relaxation_Music/RELAXATION_MUSIC_deep_sleep--FULL.mp3
Beach Sounds From the Tropics;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Beach_sound_from_the_tropics.mp3
Crackling Fire;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/nature_fire_burning_crackle_fireplace_1_hour.mp3
Ocean Waves at Night;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Ocean_wave_sound_at_night_for_deep_sleep.mp3
Babbling Brook in the Forest;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Rain_forest_sound.mp3
Thunderstorm in the Forest;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Rain_Sound_and_Rain_forest_animal_sound.mp3
Rain and Thunder;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Rain_with_Thunder.mp3
Birds Next to a Relaxing River;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Relaxing_River_Sound_while_Birds_singing.mp3
Sitting by the Gentle River;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/River_sound_with_Birds_singing.mp3
Soft Ocean Waves;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Soft_ocean_wave_sound.mp3
On the Shore Watching Seagulls;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Soft_ocean_wave_with_seagull_sound.mp3
Near the Waterfall;https://d1rdw86ji6lelz.cloudfront.net/audio/in/meditations/Sound_of_Nature/1_hr_tracks/Waterfall_with_animal_sounds.mp3
